smiles1,pKa,pKa_type,smiles
Cc1cccc(C(=O)N(C)O)c1,8.52,acidic,Cc1cccc(C(=O)N(C)O)c1
Cc1cccc(C(=O)O)c1,4.27,acidic,Cc1cccc(C(=O)O)c1
Cc1cccc(C(=O)O)c1Br,2.9,acidic,Cc1cccc(C(=O)O)c1Br
Cc1cccc(C(=O)O)c1C,3.77,acidic,Cc1cccc(C(=O)O)c1C
Cc1cccc(C(=O)O)c1Cl,3,acidic,Cc1cccc(C(=O)O)c1Cl
Cc1cccc(C(=O)O)c1I,2.92,acidic,Cc1cccc(C(=O)O)c1I
Cc1cccc(C(=O)O)c1O,2.95,acidic,Cc1cccc(C(=O)O)c1O
Cc1cccc(C(=O)O)n1,5.8,acidic,Cc1cccc(C(=O)O)n1
Cc1cccc(C(=O)[O-])c1,4.28,acidic,Cc1cccc(C(=O)[O-])c1
Cc1cccc(C(=O)[O-])c1Br,2.9,acidic,Cc1cccc(C(=O)[O-])c1Br
Cc1cccc(C(=O)[O-])c1C,3.73,acidic,Cc1cccc(C(=O)[O-])c1C
Cc1cccc(C(=O)[O-])c1Cl,3,acidic,Cc1cccc(C(=O)[O-])c1Cl
Cc1cccc(C(=O)[O-])c1I,2.92,acidic,Cc1cccc(C(=O)[O-])c1I
Cc1cccc(C(=O)[O-])c1O,3.02,acidic,Cc1cccc(C(=O)[O-])c1O
Cc1cccc(C(=O)[O-])n1,5.8,acidic,Cc1cccc(C(=O)[O-])n1
Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.44,acidic,Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1
Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1,3.44,acidic,Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1
Cc1cccc(C(C)C)c1O,10.85,acidic,Cc1cccc(C(C)C)c1O
Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,4.17,acidic,Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1
Cc1cccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)c1,4.17,acidic,Cc1cccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)c1
Cc1cccc(C)c1C(=O)O,3.35,acidic,Cc1cccc(C)c1C(=O)O
Cc1cccc(C)c1C(=O)[O-],3.23,acidic,Cc1cccc(C)c1C(=O)[O-]
Cc1cccc(C)c1NC(=S)c1ccccc1,10.79,acidic,Cc1cccc(C)c1NC(=S)c1ccccc1
Cc1cccc(C)c1Nc1ccccc1CC(=O)O,4.07,acidic,Cc1cccc(C)c1Nc1ccccc1CC(=O)O
Cc1cccc(C)c1Nc1ccccc1CC(=O)[O-],4.07,acidic,Cc1cccc(C)c1Nc1ccccc1CC(=O)[O-]
Cc1cccc(C)c1O,10.6,acidic,Cc1cccc(C)c1O
Cc1cccc(C)c1OCC(=O)O,3.36,acidic,Cc1cccc(C)c1OCC(=O)O
Cc1cccc(C)c1OCC(=O)[O-],3.36,acidic,Cc1cccc(C)c1OCC(=O)[O-]
Cc1cccc(Cl)c1C(=O)O,2.75,acidic,Cc1cccc(Cl)c1C(=O)O
Cc1cccc(Cl)c1C(=O)[O-],2.59,acidic,Cc1cccc(Cl)c1C(=O)[O-]
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,4.2,acidic,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)[O-],4.2,acidic,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)[O-]
Cc1cccc(Cl)c1O,8.7,acidic,Cc1cccc(Cl)c1O
Cc1cccc(I)c1C(=O)O,2.7,acidic,Cc1cccc(I)c1C(=O)O
Cc1cccc(I)c1C(=O)[O-],2.7,acidic,Cc1cccc(I)c1C(=O)[O-]
Cc1cccc(NC=S)c1,11.55,acidic,Cc1cccc(NC=S)c1
Cc1cccc(NS(=O)(=O)c2ccccc2)c1,8.48,acidic,Cc1cccc(NS(=O)(=O)c2ccccc2)c1
Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.2,acidic,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,4.2,acidic,Cc1cccc(Nc2ccccc2C(=O)[O-])c1C
Cc1cccc(O)c1,10.055,acidic,Cc1cccc(O)c1
Cc1cccc(O)c1C,10.51,acidic,Cc1cccc(O)c1C
Cc1cccc(O)c1C(=O)O,3.32,acidic,Cc1cccc(O)c1C(=O)O
Cc1cccc(O)c1C(=O)Oc1ccccc1,8.63,acidic,Cc1cccc(O)c1C(=O)Oc1ccccc1
Cc1cccc(O)c1C(=O)[O-],3.35,acidic,Cc1cccc(O)c1C(=O)[O-]
Cc1cccc(O)c1O,9.28,acidic,Cc1cccc(O)c1O
Cc1cccc(OC(O)(CBr)c2ccccc2)c1,11.21,acidic,Cc1cccc(OC(O)(CBr)c2ccccc2)c1
Cc1cccc(OCC(=O)O)c1,3.2,acidic,Cc1cccc(OCC(=O)O)c1
Cc1cccc(OCC(=O)[O-])c1,3.18,acidic,Cc1cccc(OCC(=O)[O-])c1
Cc1cccc(S(N)(=O)=O)c1,9.51,acidic,Cc1cccc(S(N)(=O)=O)c1
Cc1cccc(SCC(=O)O)c1,3.52,acidic,Cc1cccc(SCC(=O)O)c1
Cc1cccc(SCC(=O)[O-])c1,3.52,acidic,Cc1cccc(SCC(=O)[O-])c1
Cc1cccc([N+](=O)[O-])c1C(=O)O,1.87,acidic,Cc1cccc([N+](=O)[O-])c1C(=O)O
Cc1cccc2c1C(=O)NC2=O,10.49,acidic,Cc1cccc2c1C(=O)NC2=O
Cc1cccc2ccc(O)cc12,9.42,acidic,Cc1cccc2ccc(O)cc12
Cc1cccc2oc(=O)cc(O)c12,4.2,acidic,Cc1cccc2oc(=O)cc(O)c12
Cc1cccc2oc(=O)cc([O-])c12,4.2,acidic,Cc1cccc2oc(=O)cc([O-])c12
Cc1ccccc(=O)c1[O-],7.92,acidic,Cc1ccccc(=O)c1[O-]
Cc1ccccc1-c1nn[n-]n1,4.09,acidic,Cc1ccccc1-c1nn[n-]n1
Cc1ccccc1-c1nn[nH]n1,4.09,acidic,Cc1ccccc1-c1nn[nH]n1
Cc1ccccc1-c1nnn[nH]1,4.09,acidic,Cc1ccccc1-c1nnn[nH]1
Cc1ccccc1/C=C/C(=O)O,4.5,acidic,Cc1ccccc1/C=C/C(=O)O
Cc1ccccc1/C=C/C(=O)[O-],4.5,acidic,Cc1ccccc1/C=C/C(=O)[O-]
Cc1ccccc1C(=O)O,3.98,acidic,Cc1ccccc1C(=O)O
Cc1ccccc1C(=O)[O-],3.92,acidic,Cc1ccccc1C(=O)[O-]
Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O,3.44,acidic,Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O
Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)[O-],3.44,acidic,Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)[O-]
Cc1ccccc1C(=S)Nc1ccccc1,10.87,acidic,Cc1ccccc1C(=S)Nc1ccccc1
Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.19,acidic,Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1
Cc1ccccc1C(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,4.19,acidic,Cc1ccccc1C(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,9.72,acidic,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
Cc1ccccc1NC(=O)c1cc(Cl)ccc1O,6.6,acidic,Cc1ccccc1NC(=O)c1cc(Cl)ccc1O
Cc1ccccc1NC(=S)c1ccccc1,10.21,acidic,Cc1ccccc1NC(=S)c1ccccc1
Cc1ccccc1O,10.26,acidic,Cc1ccccc1O
Cc1ccccc1OC(C)C(=O)O,3.37,acidic,Cc1ccccc1OC(C)C(=O)O
Cc1ccccc1OC(C)C(=O)[O-],3.37,acidic,Cc1ccccc1OC(C)C(=O)[O-]
Cc1ccccc1OCC(=O)O,3.23,acidic,Cc1ccccc1OCC(=O)O
Cc1ccccc1OCC(=O)[O-],3.17,acidic,Cc1ccccc1OCC(=O)[O-]
Cc1ccccc1SCC(=O)O,3.46,acidic,Cc1ccccc1SCC(=O)O
Cc1ccccc1SCC(=O)[O-],3.46,acidic,Cc1ccccc1SCC(=O)[O-]
Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1,5.37,acidic,Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1
Cc1ccnc([N-]S(=O)(=O)c2ccc(Cl)cc2)n1,5.37,acidic,Cc1ccnc([N-]S(=O)(=O)c2ccc(Cl)cc2)n1
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,10.45,acidic,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,10.63,acidic,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,9.8,acidic,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=S,8.8,acidic,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=S
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,9.8,acidic,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
Cc1cnc(-c2ccccc2)c(=O)[nH]1,9.3,acidic,Cc1cnc(-c2ccccc2)c(=O)[nH]1
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,5.9,acidic,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
Cc1cnc(C(=O)O)s1,3.03,acidic,Cc1cnc(C(=O)O)s1
Cc1cnc(C(=O)[O-])s1,3.03,acidic,Cc1cnc(C(=O)[O-])s1
Cc1cnc(NC(=O)CN2CCCCC2)s1,10.6,acidic,Cc1cnc(NC(=O)CN2CCCCC2)s1
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,3.96,acidic,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1
Cc1coc(C)c1C(=O)[O-],4.55,acidic,Cc1coc(C)c1C(=O)[O-]
Cc1csc(C(=O)O)c1,3.66,acidic,Cc1csc(C(=O)O)c1
Cc1csc(C(=O)[O-])c1,3.66,acidic,Cc1csc(C(=O)[O-])c1
Cc1csc(S(N)(=O)=O)n1,8.35,acidic,Cc1csc(S(N)(=O)=O)n1
Cc1n[nH]c(=O)[nH]1,9.43,acidic,Cc1n[nH]c(=O)[nH]1
Cc1n[nH]c(O)c1-c1ccccc1,11.4,acidic,Cc1n[nH]c(O)c1-c1ccccc1
Cc1n[nH]nc1-c1ccccc1,9.11,acidic,Cc1n[nH]nc1-c1ccccc1
Cc1nc(-c2ccccc2)oc1O,8.94,acidic,Cc1nc(-c2ccccc2)oc1O
Cc1nc(=S)s[nH]1,5.18,acidic,Cc1nc(=S)s[nH]1
Cc1nc(C(=O)O)ccc1N(C)Cc1cccc(Cl)c1,4.45,acidic,Cc1nc(C(=O)O)ccc1N(C)Cc1cccc(Cl)c1
Cc1nc(C(=O)O)cs1,3.9,acidic,Cc1nc(C(=O)O)cs1
Cc1nc(C(=O)[O-])cs1,3.9,acidic,Cc1nc(C(=O)[O-])cs1
Cc1nc(NC(=O)CCCC(=O)O)sc1C,2.5,acidic,Cc1nc(NC(=O)CCCC(=O)O)sc1C
Cc1nc([N-]S(=O)(=O)c2ccc(N)cc2)no1,4.4,acidic,Cc1nc([N-]S(=O)(=O)c2ccc(N)cc2)no1
Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C,6.2,acidic,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C
Cc1nc2c3ccccc3cc[n+]2c(C)c1O,4,acidic,Cc1nc2c3ccccc3cc[n+]2c(C)c1O
Cc1nc2ccccc2[nH]c1=O,9.88,acidic,Cc1nc2ccccc2[nH]c1=O
Cc1ncc(C(=O)O)s1,3.26,acidic,Cc1ncc(C(=O)O)s1
Cc1ncc(C(=O)[O-])s1,3.26,acidic,Cc1ncc(C(=O)[O-])s1
Cc1ncsc1C(=O)O,3.54,acidic,Cc1ncsc1C(=O)O
Cc1ncsc1C(=O)[O-],3.54,acidic,Cc1ncsc1C(=O)[O-]
Cc1nn(-c2ccccc2)c(O)c1C,11.3,acidic,Cc1nn(-c2ccccc2)c(O)c1C
Cc1nn(-c2ccccc2)cc1C(=O)[O-],4.58,acidic,Cc1nn(-c2ccccc2)cc1C(=O)[O-]
Cc1nn[n-]n1,5.21,acidic,Cc1nn[n-]n1
Cc1nn[nH]c1-c1ccccc1,9.11,acidic,Cc1nn[nH]c1-c1ccccc1
Cc1nn[nH]n1,5.21,acidic,Cc1nn[nH]n1
Cc1nnc(C)n1O,6.5,acidic,Cc1nnc(C)n1O
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5.34,acidic,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
Cc1nnc(SCC2CS[C@@H]3C(=NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)[O-])s1,2.1,acidic,Cc1nnc(SCC2CS[C@@H]3C(=NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)[O-])s1
Cc1nnn(CC(=O)[O-])n1,2.23,acidic,Cc1nnn(CC(=O)[O-])n1
Cc1nnn[nH]1,5.21,acidic,Cc1nnn[nH]1
Cc1nnnn1CC(=O)O,2.16,acidic,Cc1nnnn1CC(=O)O
Cc1nnnn1CC(=O)[O-],2.16,acidic,Cc1nnnn1CC(=O)[O-]
Cc1nonc1[N-]S(=O)(=O)c1ccc(N)cc1,4,acidic,Cc1nonc1[N-]S(=O)(=O)c1ccc(N)cc1
Cc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1,4.89,acidic,Cc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1
Cc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74,acidic,Cc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1
Cc1oc2ccccc2c1C(=O)c1cc(I)c([O-])c(I)c1,5.2,acidic,Cc1oc2ccccc2c1C(=O)c1cc(I)c([O-])c(I)c1
Cc1oc2ccccc2c1C(=O)c1ccc(O)cc1,8.4,acidic,Cc1oc2ccccc2c1C(=O)c1ccc(O)cc1
Cc1oc2ccccc2c1C(=O)c1cccc(O)c1,8.4,acidic,Cc1oc2ccccc2c1C(=O)c1cccc(O)c1
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],2.8,acidic,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],2.8,acidic,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
Clc1cc(-c2c[nH]nn2)ccn1,7.6,acidic,Clc1cc(-c2c[nH]nn2)ccn1
Clc1cc(-c2cn[nH]n2)ccn1,7.6,acidic,Clc1cc(-c2cn[nH]n2)ccn1
Clc1cc(-c2cnn[nH]2)ccn1,7.6,acidic,Clc1cc(-c2cnn[nH]2)ccn1
Clc1ccc(-c2c[nH]nn2)cc1,8.46,acidic,Clc1ccc(-c2c[nH]nn2)cc1
Clc1ccc(-c2cn[nH]n2)cc1,8.46,acidic,Clc1ccc(-c2cn[nH]n2)cc1
Clc1ccc(-c2cnn[nH]2)cc1,8.46,acidic,Clc1ccc(-c2cnn[nH]2)cc1
Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)c(Cl)c1,4.54,acidic,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)c(Cl)c1
Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1,4.38,acidic,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1
Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1Cl,4.49,acidic,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1Cl
Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(Cl)c1,4.54,acidic,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(Cl)c1
Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(Cl)c1,4.54,acidic,Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(Cl)c1
Clc1ccc(Cl)c(-c2c[nH]nn2)c1,8.17,acidic,Clc1ccc(Cl)c(-c2c[nH]nn2)c1
Clc1ccc(Cl)c(-c2cn[nH]n2)c1,8.17,acidic,Clc1ccc(Cl)c(-c2cn[nH]n2)c1
Clc1ccc(Cl)c(-c2cnn[nH]2)c1,8.17,acidic,Clc1ccc(Cl)c(-c2cnn[nH]2)c1
Clc1ccc2[nH]nnc2c1,7.7,acidic,Clc1ccc2[nH]nnc2c1
Clc1ccc2n[nH]nc2c1,7.7,acidic,Clc1ccc2n[nH]nc2c1
Clc1ccc2nn[nH]c2c1,7.7,acidic,Clc1ccc2nn[nH]c2c1
Clc1cccc(-c2c[nH]nn2)c1,8.32,acidic,Clc1cccc(-c2c[nH]nn2)c1
Clc1cccc(-c2c[nH]nn2)c1Cl,8.06,acidic,Clc1cccc(-c2c[nH]nn2)c1Cl
Clc1cccc(-c2cn[nH]n2)c1,8.32,acidic,Clc1cccc(-c2cn[nH]n2)c1
Clc1cccc(-c2cn[nH]n2)c1Cl,8.06,acidic,Clc1cccc(-c2cn[nH]n2)c1Cl
Clc1cccc(-c2cnn[nH]2)c1,8.32,acidic,Clc1cccc(-c2cnn[nH]2)c1
Clc1cccc(-c2cnn[nH]2)c1Cl,8.06,acidic,Clc1cccc(-c2cnn[nH]2)c1Cl
Clc1cccc(-c2nn[n-]n2)c1,3.61,acidic,Clc1cccc(-c2nn[n-]n2)c1
Clc1cccc(-c2nn[nH]n2)c1,3.61,acidic,Clc1cccc(-c2nn[nH]n2)c1
Clc1cccc(-c2nnn[nH]2)c1,3.61,acidic,Clc1cccc(-c2nnn[nH]2)c1
Clc1ccccc1-c1c[nH]nn1,8.5,acidic,Clc1ccccc1-c1c[nH]nn1
Clc1ccccc1-c1cn[nH]n1,8.5,acidic,Clc1ccccc1-c1cn[nH]n1
Clc1ccccc1-c1cnn[nH]1,8.5,acidic,Clc1ccccc1-c1cnn[nH]1
Clc1ccccc1-c1nn[n-]n1,3.69,acidic,Clc1ccccc1-c1nn[n-]n1
Clc1ccccc1-c1nn[nH]n1,3.69,acidic,Clc1ccccc1-c1nn[nH]n1
Clc1ccccc1-c1nnn[nH]1,3.69,acidic,Clc1ccccc1-c1nnn[nH]1
Clc1ccccc1CN(Cc1nn[n-]n1)c1ccccc1,4.34,acidic,Clc1ccccc1CN(Cc1nn[n-]n1)c1ccccc1
Clc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,4.34,acidic,Clc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1
Clc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.34,acidic,Clc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1
Clc1ncnc2nc[nH]c12,7.75,acidic,Clc1ncnc2nc[nH]c12
Clc1nn[n-]n1,2.07,acidic,Clc1nn[n-]n1
Clc1nn[nH]n1,2.07,acidic,Clc1nn[nH]n1
Clc1nnn[nH]1,2.07,acidic,Clc1nnn[nH]1
Cn1c(=O)[nH]c2ncn(C)c2c1=O,8.65,acidic,Cn1c(=O)[nH]c2ncn(C)c2c1=O
Cn1c(=O)c2[nH]cnc2n(C)c1=O,7.71,acidic,Cn1c(=O)c2[nH]cnc2n(C)c1=O
Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,6,acidic,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O
Cn1c(=O)c2c(ncn2CC(=O)[O-])n(C)c1=O,4.48,acidic,Cn1c(=O)c2c(ncn2CC(=O)[O-])n(C)c1=O
Cn1c(=O)c2cn[nH]c2n(C)c1=O,9.26,acidic,Cn1c(=O)c2cn[nH]c2n(C)c1=O
Cn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3,acidic,Cn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O
Cn1c(=S)[nH]c2cc3c(cc21)CCCC3,10.78,acidic,Cn1c(=S)[nH]c2cc3c(cc21)CCCC3
Cn1c(=S)[nH]c2cncnc21,7.48,acidic,Cn1c(=S)[nH]c2cncnc21
Cn1c(N)nc2nc[nH]c2c1=O,10.43,acidic,Cn1c(N)nc2nc[nH]c2c1=O
Cn1cc(N)cc1C(=O)O,5.25,acidic,Cn1cc(N)cc1C(=O)O
Cn1cc(N)cc1C(=O)[O-],5.25,acidic,Cn1cc(N)cc1C(=O)[O-]
Cn1cccc1C(=O)O,4.51,acidic,Cn1cccc1C(=O)O
Cn1cccc1C(=O)[O-],4.51,acidic,Cn1cccc1C(=O)[O-]
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,9.525,acidic,Cn1cnc2[nH]c(=O)[nH]c(=O)c21
Cn1cnc2[nH]c(=O)[nH]c(=S)c21,6.8,acidic,Cn1cnc2[nH]c(=O)[nH]c(=S)c21
Cn1cnc2c(=O)[nH]c(=O)[nH]c21,8.325,acidic,Cn1cnc2c(=O)[nH]c(=O)[nH]c21
Cn1cnc2c(=O)[nH]c(N)nc21,9.92,acidic,Cn1cnc2c(=O)[nH]c(N)nc21
Cn1cnc2c(=O)[nH]cnc21,9.11,acidic,Cn1cnc2c(=O)[nH]cnc21
Cn1cnc2c1c(=O)[nH]c(=O)n2C,9.92,acidic,Cn1cnc2c1c(=O)[nH]c(=O)n2C
Cn1cnc2cnc(=O)[nH]c21,9.19,acidic,Cn1cnc2cnc(=O)[nH]c21
Cn1cnc2nc(N)[nH]c(=O)c21,8.43,acidic,Cn1cnc2nc(N)[nH]c(=O)c21
Cn1cnc2nc[nH]c(=O)c21,8.8,acidic,Cn1cnc2nc[nH]c(=O)c21
Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,6.6,acidic,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F
Cn1ncc2c(=O)[nH]cnc21,9.26,acidic,Cn1ncc2c(=O)[nH]cnc21
Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,3.5,acidic,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F
Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,4.5,acidic,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl
Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,3.5,acidic,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N
Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1F,3.5,acidic,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1F
Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2nncs2)cc1C#N,4.5,acidic,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2nncs2)cc1C#N
Cn1nnc(CC(=O)[O-])n1,3.44,acidic,Cn1nnc(CC(=O)[O-])n1
Cn1nnnc1CC(=O)[O-],2.83,acidic,Cn1nnnc1CC(=O)[O-]
Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,4.7,acidic,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,3.4,acidic,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
FC(F)(F)c1cc(C(F)(F)F)[nH]n1,7.51,acidic,FC(F)(F)c1cc(C(F)(F)F)[nH]n1
FC(F)(F)c1cccc(NC=S)c1,10.78,acidic,FC(F)(F)c1cccc(NC=S)c1
FC(F)(F)c1nc2ncncc2[nH]1,5.12,acidic,FC(F)(F)c1nc2ncncc2[nH]1
FC(F)(F)c1ncnc2nc[nH]c12,7.35,acidic,FC(F)(F)c1ncnc2nc[nH]c12
Fc1cc(-c2c[nH]nn2)ccn1,7.59,acidic,Fc1cc(-c2c[nH]nn2)ccn1
Fc1cc(-c2cn[nH]n2)ccn1,7.59,acidic,Fc1cc(-c2cn[nH]n2)ccn1
Fc1cc(-c2cnn[nH]2)ccn1,7.59,acidic,Fc1cc(-c2cnn[nH]2)ccn1
Fc1cc(F)c(F)c([S-])c1F,2.75,acidic,Fc1cc(F)c(F)c([S-])c1F
Fc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)c(F)c1,4.13,acidic,Fc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)c(F)c1
Fc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1,4.2,acidic,Fc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1
Fc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(F)c1,4.13,acidic,Fc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(F)c1
Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(F)c1,4.13,acidic,Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(F)c1
Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,10.41,acidic,Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1
Fc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.32,acidic,Fc1ccc(NC(=S)c2cccc(Br)c2)cc1
Fc1ccc(NC(=S)c2ccccc2)cc1,10.77,acidic,Fc1ccc(NC(=S)c2ccccc2)cc1
Fc1ccc(NC=S)cc1,11.25,acidic,Fc1ccc(NC=S)cc1
Fc1ccc(S)cc1,6.35,acidic,Fc1ccc(S)cc1
Fc1ccc([S-])cc1,6.35,acidic,Fc1ccc([S-])cc1
Fc1cccc(-c2c[nH]nn2)c1,8.38,acidic,Fc1cccc(-c2c[nH]nn2)c1
Fc1cccc(-c2cn[nH]n2)c1,8.38,acidic,Fc1cccc(-c2cn[nH]n2)c1
